# Strings exported from IDA
# Format: address | length | type | string
#================================================================================

0x28 | 16 | ASCII | __TEXT
0x68 | 16 | ASCII | __text
0x78 | 16 | ASCII | __TEXT
0xb8 | 16 | ASCII | __const
0xc8 | 16 | ASCII | __TEXT
0x108 | 16 | ASCII | __cstring
0x118 | 16 | ASCII | __TEXT
0x158 | 16 | ASCII | __unwind_info
0x168 | 16 | ASCII | __TEXT
0x1b0 | 16 | ASCII | __DATA
0x1f0 | 16 | ASCII | __const
0x200 | 16 | ASCII | __DATA
0x240 | 16 | ASCII | __data
0x250 | 16 | ASCII | __DATA
0x290 | 16 | ASCII | __common
0x2a0 | 16 | ASCII | __DATA
0x2e0 | 16 | ASCII | __bss
0x2f0 | 16 | ASCII | __DATA
0x338 | 16 | ASCII | __LINKEDIT
0x390 | 33 | ASCII | @executable_path/libdylib4.dylib
0x4a4 | 7 | ASCII | System
0x1c1b0 | 51 | ASCII | @(#)PROGRAM:kernel  PROJECT:Libsyscall-2423.10.67\n
0x1c1e8 | 5 | ASCII | 33333
0x1c238 | 51 | ASCII | @(#)PROGRAM:kernel  PROJECT:Libsyscall-2423.10.67\n
0x1c270 | 5 | ASCII | 33333
0x1c278 | 45 | ASCII | (operating system/?) unknown subsystem error
0x1c2a5 | 39 | ASCII | (user space/?) unknown subsystem error
0x1c2cc | 35 | ASCII | (server/?) unknown subsystem error
0x1c2ef | 32 | ASCII | (ipc/?) unknown subsystem error
0x1c30f | 36 | ASCII | (libkern/?) unknown subsystem error
0x1c333 | 34 | ASCII | (iokit/?) unknown subsystem error
0x1c355 | 15 | ASCII | (iokit/common)
0x1c364 | 9 | ASCII | (iokit/?
0x1c36d | 19 | ASCII | (iokit/blkstorage)
0x1c380 | 17 | ASCII | (iokit/graphics)
0x1c391 | 12 | ASCII | (iokit/pmu)
0x1c39d | 15 | ASCII | (iokit/vendor)
0x1c3ac | 17 | ASCII | (iokit/reserved)
0x1c3bd | 46 | ASCII | (iokit/common) invalid - should never be seen
0x1c3eb | 29 | ASCII | (iokit/common) general error
0x1c408 | 37 | ASCII | (iokit/common) can't allocate memory
0x1c42d | 33 | ASCII | (iokit/common) resource shortage
0x1c44e | 32 | ASCII | (iokit/common) error during IPC
0x1c46e | 30 | ASCII | (iokit/common) no such device
0x1c48c | 35 | ASCII | (iokit/common) privilege violation
0x1c4af | 32 | ASCII | (iokit/common) invalid argument
0x1c4cf | 34 | ASCII | (iokit/common) device read locked
0x1c4f1 | 35 | ASCII | (iokit/common) device write locked
0x1c514 | 56 | ASCII | (iokit/common) exclusive access and device already open
0x1c54c | 59 | ASCII | (iokit/common) sent/received messages had different msg_id
0x1c587 | 36 | ASCII | (iokit/common) unsupported function
0x1c5ab | 32 | ASCII | (iokit/common) misc. VM failure
0x1c5cb | 30 | ASCII | (iokit/common) internal error
0x1c5e9 | 33 | ASCII | (iokit/common) General I/O error
0x1c60a | 19 | ASCII | (iokit/common) ???
0x1c61d | 34 | ASCII | (iokit/common) can't acquire lock
0x1c63f | 31 | ASCII | (iokit/common) device not open
0x1c65e | 34 | ASCII | (iokit/common) read not supported
0x1c680 | 35 | ASCII | (iokit/common) write not supported
0x1c6a3 | 31 | ASCII | (iokit/common) alignment error
0x1c6c2 | 27 | ASCII | (iokit/common) Media Error
0x1c6dd | 36 | ASCII | (iokit/common) device(s) still open
0x1c701 | 27 | ASCII | (iokit/common) rld failure
0x1c71c | 27 | ASCII | (iokit/common) DMA failure
0x1c737 | 27 | ASCII | (iokit/common) Device Busy
0x1c752 | 27 | ASCII | (iokit/common) I/O Timeout
0x1c76d | 30 | ASCII | (iokit/common) device offline
0x1c78b | 25 | ASCII | (iokit/common) not ready
0x1c7a4 | 35 | ASCII | (iokit/common) device not attached
0x1c7c7 | 36 | ASCII | (iokit/common) no DMA channels left
0x1c7eb | 33 | ASCII | (iokit/common) no space for data
0x1c80c | 35 | ASCII | (iokit/common) port already exists
0x1c82f | 47 | ASCII | (iokit/common) can't wire down physical memory
0x1c85e | 37 | ASCII | (iokit/common) no interrupt attached
0x1c883 | 38 | ASCII | (iokit/common) no DMA frames enqueued
0x1c8a9 | 56 | ASCII | (iokit/common) oversized msg received on interrupt port
0x1c8e1 | 29 | ASCII | (iokit/common) not permitted
0x1c8fe | 34 | ASCII | (iokit/common) no power to device
0x1c920 | 33 | ASCII | (iokit/common) media not present
0x1c941 | 35 | ASCII | (iokit/common) media not formatted
0x1c964 | 28 | ASCII | (iokit/common) no such mode
0x1c980 | 29 | ASCII | (iokit/common) data underrun
0x1c99d | 28 | ASCII | (iokit/common) data overrun
0x1c9b9 | 51 | ASCII | (iokit/common) the device is not working properly!
0x1c9ec | 48 | ASCII | (iokit/common) a completion routine is required
0x1ca1c | 33 | ASCII | (iokit/common) operation aborted
0x1ca3d | 47 | ASCII | (iokit/common) bus bandwidth would be exceeded
0x1ca6c | 37 | ASCII | (iokit/common) device not responding
0x1ca91 | 57 | ASCII | (iokit/common) isochronous I/O request for distant past!
0x1caca | 58 | ASCII | (iokit/common) isochronous I/O request for distant future
0x1cb04 | 34 | ASCII | (iokit/common) data was not found
0x1cb26 | 17 | ASCII | (libkern/common)
0x1cb37 | 20 | ASCII | (libkern/metaclass)
0x1cb4b | 15 | ASCII | (libkern/kext)
0x1cb5a | 19 | ASCII | unknown error code
0x1cb6d | 30 | ASCII | (libkern/kext) internal error
0x1cb8b | 34 | ASCII | (libkern/kext) allocation failure
0x1cbad | 33 | ASCII | (libkern/kext) resource shortage
0x1cbce | 30 | ASCII | (libkern/kext) not privileged
0x1cbec | 32 | ASCII | (libkern/kext) invalid argument
0x1cc0c | 25 | ASCII | (libkern/kext) not found
0x1cc25 | 38 | ASCII | (libkern/kext) bad data (mkext/other)
0x1cc4b | 43 | ASCII | (libkern/kext) XML (un)serialization error
0x1cc76 | 44 | ASCII | (libkern/kext) function/version unsupported
0x1cca2 | 33 | ASCII | (libkern/kext) function disabled
0x1ccc3 | 60 | ASCII | (libkern/kext) malformed kext (bundle layout/missing plist)
0x1ccff | 53 | ASCII | (libkern/kext) validation failure (plist/executable)
0x1cd34 | 67 | ASCII | (libkern/kext) authentication failure (file ownership/permissions)
0x1cd77 | 45 | ASCII | (libkern/kext) dependency resolution failure
0x1cda4 | 59 | ASCII | (libkern/kext) requested architecture/executable not found
0x1cddf | 27 | ASCII | (libkern/kext) cache error
0x1cdfa | 57 | ASCII | (libkern/kext) operation deferred (queued to user space)
0x1ce33 | 64 | ASCII | (libkern/kext) operation/kext not allowed at current boot level
0x1ce73 | 49 | ASCII | (libkern/kext) not loadable (reason unspecified)
0x1cea4 | 53 | ASCII | (libkern/kext) different version/uuid already loaded
0x1ced9 | 38 | ASCII | (libkern/kext) dependency load failed
0x1ceff | 26 | ASCII | (libkern/kext) link error
0x1cf19 | 53 | ASCII | (libkern/kext) kext (kmod) start/stop routine failed
0x1cf4e | 58 | ASCII | (libkern/kext) kext is in use or retained (cannot unload)
0x1cf88 | 38 | ASCII | (libkern/kext) kext request timed out
0x1cfae | 58 | ASCII | (libkern/kext) kext is stopping and cannot issue requests
0x1cfe8 | 43 | ASCII | (libkern/metaclass) runtime internal error
0x1d013 | 40 | ASCII | (libkern/metaclass) class has instances
0x1d03b | 81 | ASCII | (libkern/metaclass) OSMetaClass::preModLoad() not called, runtime internal error
0x1d08c | 54 | ASCII | (libkern/metaclass) allocation failure, internal data
0x1d0c2 | 68 | ASCII | (libkern/metaclass) allocation failure, class tracking dictionaries
0x1d106 | 58 | ASCII | (libkern/metaclass) allocation failure, no kext/class set
0x1d140 | 65 | ASCII | (libkern/metaclass) failed to insert class into class dictionary
0x1d181 | 62 | ASCII | (libkern/metaclass) can't associate class with its superclass
0x1d1bf | 67 | ASCII | (libkern/metaclass) can't find superclass during instance creation
0x1d202 | 53 | ASCII | (libkern/metaclass) duplicate class name encountered
0x1d237 | 42 | ASCII | (libkern/metaclass) no kext for metaclass
0x1d261 | 43 | ASCII | (libkern/common) general/unspecified error
0x1d28c | 11 | ASCII | (ipc/send)
0x1d297 | 10 | ASCII | (ipc/rcv)
0x1d2a1 | 10 | ASCII | (ipc/mig)
0x1d2ab | 36 | ASCII | (ipc/mig) client type check failure
0x1d2cf | 33 | ASCII | (ipc/mig) wrong reply message ID
0x1d2f0 | 32 | ASCII | (ipc/mig) server detected error
0x1d310 | 33 | ASCII | (ipc/mig) bad request message ID
0x1d331 | 36 | ASCII | (ipc/mig) server type check failure
0x1d355 | 34 | ASCII | (ipc/mig) no reply should be sent
0x1d377 | 34 | ASCII | (ipc/mig) server raised exception
0x1d399 | 33 | ASCII | (ipc/mig) array not large enough
0x1d3ba | 22 | ASCII | (ipc/mig) server died
0x1d3d0 | 33 | ASCII | (ipc/mig) unknown trailer format
0x1d3f1 | 19 | ASCII | (ipc/rcv) no error
0x1d404 | 30 | ASCII | (ipc/rcv) receive in progress
0x1d422 | 23 | ASCII | (ipc/rcv) invalid name
0x1d439 | 20 | ASCII | (ipc/rcv) timed out
0x1d44d | 24 | ASCII | (ipc/rcv) msg too large
0x1d465 | 22 | ASCII | (ipc/rcv) interrupted
0x1d47b | 23 | ASCII | (ipc/rcv) port changed
0x1d492 | 30 | ASCII | (ipc/rcv) invalid notify port
0x1d4b0 | 23 | ASCII | (ipc/rcv) invalid data
0x1d4c7 | 20 | ASCII | (ipc/rcv) port died
0x1d4db | 22 | ASCII | (ipc/rcv) port in set
0x1d4f1 | 23 | ASCII | (ipc/rcv) header error
0x1d508 | 21 | ASCII | (ipc/rcv) body error
0x1d51d | 37 | ASCII | (ipc/rcv) invalid scatter list entry
0x1d542 | 37 | ASCII | (ipc/rcv) overwrite region too small
0x1d567 | 30 | ASCII | (ipc/rcv) invalid msg-trailer
0x1d585 | 31 | ASCII | (ipc/rcv) DIPC transport error
0x1d5a4 | 20 | ASCII | (ipc/send) no error
0x1d5b8 | 28 | ASCII | (ipc/send) send in progress
0x1d5d4 | 24 | ASCII | (ipc/send) invalid data
0x1d5ec | 36 | ASCII | (ipc/send) invalid destination port
0x1d610 | 21 | ASCII | (ipc/send) timed out
0x1d625 | 23 | ASCII | (ipc/send) will notify
0x1d63c | 30 | ASCII | (ipc/send) notify in progress
0x1d65a | 23 | ASCII | (ipc/send) interrupted
0x1d671 | 25 | ASCII | (ipc/send) msg too small
0x1d68a | 30 | ASCII | (ipc/send) invalid reply port
0x1d6a8 | 30 | ASCII | (ipc/send) invalid port right
0x1d6c6 | 31 | ASCII | (ipc/send) invalid notify port
0x1d6e5 | 26 | ASCII | (ipc/send) invalid memory
0x1d6ff | 25 | ASCII | (ipc/send) no msg buffer
0x1d718 | 30 | ASCII | (ipc/send) no notify possible
0x1d736 | 28 | ASCII | (ipc/send) invalid msg-type
0x1d752 | 30 | ASCII | (ipc/send) invalid msg-header
0x1d770 | 31 | ASCII | (ipc/send) invalid msg-trailer
0x1d78f | 34 | ASCII | (ipc/send) DIPC transport failure
